document_number,company_code,fiscal_year,posting_date,document_date,document_type,currency,reference,created_by
JE0000241,1000,2023,2023-08-31 01:37:26,2023-08-31 01:37:26,RV,BRL,ARINV002953,jcervantes
JE0000242,1000,2024,2024-04-10 00:38:00,2024-04-10 00:38:00,RV,BRL,ARINV001594,gibsonleonard
JE0000243,1000,2024,2024-05-17 14:55:17,2024-05-17 14:55:17,RV,BRL,ARINV001609,darrell68
JE0000244,1000,2024,2024-04-08 00:43:25,2024-04-08 00:43:25,RV,BRL,ARINV002052,sandovalamy
JE0000245,1000,2023,2023-05-15 23:23:53,2023-05-15 23:23:53,RV,BRL,ARINV000798,hbrown
JE0000246,1000,2024,2024-06-22 23:56:04,2024-06-22 23:56:04,RV,BRL,ARINV001269,cindy77
JE0000247,1000,2024,2024-06-30 06:40:32,2024-06-30 06:40:32,RV,BRL,ARINV001774,harrisandrea
JE0000248,1000,2023,2023-10-12 08:17:30,2023-10-12 08:17:30,RV,BRL,ARINV000249,samuel71
JE0000249,1000,2024,2024-12-24 13:15:06,2024-12-24 13:15:06,RV,BRL,ARINV000108,dudleychelsea
JE0000250,1000,2024,2024-02-04 07:13:27,2024-02-04 07:13:27,RV,BRL,ARINV002419,jennifercollins
JE0000251,1000,2024,2024-02-28 11:17:24,2024-02-28 11:17:24,RV,BRL,ARINV002750,tranchristopher
JE0000252,1000,2024,2024-02-03 06:25:58,2024-02-03 06:25:58,RV,BRL,ARINV002129,murraydavid
JE0000253,1000,2024,2024-05-11 15:31:58,2024-05-11 15:31:58,RV,BRL,ARINV001901,tyronemoran
JE0000254,1000,2024,2024-09-10 17:02:34,2024-09-10 17:02:34,RV,BRL,ARINV002891,robert77
JE0000255,1000,2023,2023-09-05 01:53:38,2023-09-05 01:53:38,RV,BRL,ARINV002763,stephenthomas
JE0000256,1000,2023,2023-06-27 18:24:37,2023-06-27 18:24:37,RV,BRL,ARINV001505,sandraromero
JE0000257,1000,2023,2023-10-30 05:42:54,2023-10-30 05:42:54,RV,BRL,ARINV002318,michellehill
JE0000258,1000,2024,2024-08-10 22:31:38,2024-08-10 22:31:38,RV,BRL,ARINV001393,ymorgan
JE0000259,1000,2023,2023-04-04 00:08:23,2023-04-04 00:08:23,RV,BRL,ARINV000228,lori44
JE0000260,1000,2023,2023-08-21 02:52:02,2023-08-21 02:52:02,RV,BRL,ARINV002602,cgrimes
JE0000261,1000,2024,2024-08-03 14:05:01,2024-08-03 14:05:01,RV,BRL,ARINV002037,jreed
JE0000262,1000,2024,2024-03-19 21:16:17,2024-03-19 21:16:17,RV,BRL,ARINV002684,ugibson
JE0000263,1000,2024,2024-03-30 00:29:45,2024-03-30 00:29:45,RV,BRL,ARINV000976,tinaallen
JE0000264,1000,2024,2024-05-23 01:04:50,2024-05-23 01:04:50,RV,BRL,ARINV000886,xhall
JE0000265,1000,2024,2024-01-19 06:45:22,2024-01-19 06:45:22,RV,BRL,ARINV002596,vwilliams
JE0000266,1000,2023,2023-12-16 22:28:51,2023-12-16 22:28:51,RV,BRL,ARINV000225,zthornton
JE0000267,1000,2023,2023-07-13 13:50:40,2023-07-13 13:50:40,RV,BRL,ARINV000917,qhughes
JE0000268,1000,2024,2024-06-15 05:07:15,2024-06-15 05:07:15,RV,BRL,ARINV002183,tylerjohnson
JE0000269,1000,2023,2023-12-07 19:31:35,2023-12-07 19:31:35,RV,BRL,ARINV002403,molly71
JE0000270,1000,2023,2023-02-07 01:39:11,2023-02-07 01:39:11,RV,BRL,ARINV002625,jsmith
JE0000271,1000,2023,2023-04-11 04:52:41,2023-04-11 04:52:41,RV,BRL,ARINV001675,jpitts
JE0000272,1000,2023,2023-06-04 19:17:00,2023-06-04 19:17:00,RV,BRL,ARINV002238,harrisontanya
JE0000273,1000,2024,2024-01-01 02:35:44,2024-01-01 02:35:44,RV,BRL,ARINV002046,cindy61
JE0000274,1000,2023,2023-06-26 15:15:47,2023-06-26 15:15:47,RV,BRL,ARINV001527,melissa86
JE0000275,1000,2023,2023-09-06 10:58:09,2023-09-06 10:58:09,RV,BRL,ARINV002287,courtney78
JE0000276,1000,2023,2023-07-11 18:07:03,2023-07-11 18:07:03,RV,BRL,ARINV000488,williamsonjimmy
JE0000277,1000,2024,2024-12-21 07:19:36,2024-12-21 07:19:36,RV,BRL,ARINV002783,wendy16
JE0000278,1000,2024,2024-08-21 08:11:53,2024-08-21 08:11:53,RV,BRL,ARINV001733,hodgesjane
JE0000279,1000,2023,2023-06-29 05:10:25,2023-06-29 05:10:25,RV,BRL,ARINV001326,wallaceheather
JE0000280,1000,2024,2024-06-27 06:59:39,2024-06-27 06:59:39,RV,BRL,ARINV001768,williamslaura
JE0000281,1000,2024,2024-10-10 18:10:33,2024-10-10 18:10:33,RV,BRL,ARINV002778,michael62
JE0000282,1000,2024,2024-09-05 19:31:57,2024-09-05 19:31:57,RV,BRL,ARINV002035,amandaknight
JE0000283,1000,2024,2024-11-27 21:45:41,2024-11-27 21:45:41,RV,BRL,ARINV002628,georgemiller
JE0000284,1000,2023,2023-03-17 21:26:57,2023-03-17 21:26:57,RV,BRL,ARINV002804,pharvey
JE0000285,1000,2023,2023-09-02 20:10:28,2023-09-02 20:10:28,RV,BRL,ARINV002253,jdurham
JE0000286,1000,2023,2023-06-12 02:14:08,2023-06-12 02:14:08,RV,BRL,ARINV000559,stevenking
JE0000287,1000,2024,2024-09-10 05:16:17,2024-09-10 05:16:17,RV,BRL,ARINV001696,elizabeth74
JE0000288,1000,2024,2024-02-21 10:46:36,2024-02-21 10:46:36,RV,BRL,ARINV002426,charleslandry
JE0000289,1000,2024,2024-01-11 12:48:43,2024-01-11 12:48:43,RV,BRL,ARINV001653,danielle64
JE0000290,1000,2023,2023-09-26 12:25:55,2023-09-26 12:25:55,RV,BRL,ARINV001454,mbruce
JE0000291,1000,2024,2024-06-28 01:37:59,2024-06-28 01:37:59,RV,BRL,ARINV002455,gcastaneda
JE0000292,1000,2023,2023-12-01 07:37:43,2023-12-01 07:37:43,RV,BRL,ARINV002677,patrickhoward
JE0000293,1000,2024,2024-06-18 17:03:04,2024-06-18 17:03:04,RV,BRL,ARINV001065,victoria40
JE0000294,1000,2023,2023-09-07 03:26:54,2023-09-07 03:26:54,RV,BRL,ARINV002616,khill
JE0000295,1000,2024,2024-04-18 15:03:21,2024-04-18 15:03:21,RV,BRL,ARINV001261,lozanojulie
JE0000296,1000,2023,2023-09-03 05:57:58,2023-09-03 05:57:58,RV,BRL,ARINV001992,kimberly39
JE0000297,1000,2024,2024-02-20 18:04:22,2024-02-20 18:04:22,RV,BRL,ARINV000871,jeffery39
JE0000298,1000,2023,2023-03-04 16:06:41,2023-03-04 16:06:41,RV,BRL,ARINV000231,erica21
JE0000299,1000,2023,2023-07-26 11:01:45,2023-07-26 11:01:45,RV,BRL,ARINV000018,parkerscott
JE0000300,1000,2024,2024-09-11 04:36:21,2024-09-11 04:36:21,RV,BRL,ARINV002552,jessica14
JE0000301,1000,2024,2024-11-20 19:22:01,2024-11-20 19:22:01,RV,BRL,ARINV001574,julie23
JE0000302,1000,2024,2024-11-30 02:15:09,2024-11-30 02:15:09,RV,BRL,ARINV000955,kristinwalter
JE0000303,1000,2024,2024-03-24 09:19:18,2024-03-24 09:19:18,RV,BRL,ARINV001072,alyssa42
JE0000304,1000,2023,2023-02-11 21:58:38,2023-02-11 21:58:38,RV,BRL,ARINV002527,robin74
JE0000305,1000,2023,2023-10-14 15:12:00,2023-10-14 15:12:00,RV,BRL,ARINV000305,linda71
JE0000306,1000,2024,2024-05-03 07:38:52,2024-05-03 07:38:52,RV,BRL,ARINV001702,karenperez
JE0000307,1000,2024,2024-03-01 16:22:33,2024-03-01 16:22:33,RV,BRL,ARINV000791,zcoffey
JE0000308,1000,2024,2024-08-13 17:22:09,2024-08-13 17:22:09,RV,BRL,ARINV002610,christopher60
JE0000309,1000,2023,2023-06-03 06:29:18,2023-06-03 06:29:18,RV,BRL,ARINV001929,amanda75
JE0000310,1000,2024,2024-04-26 07:15:06,2024-04-26 07:15:06,RV,BRL,ARINV001256,brenda51
JE0000311,1000,2024,2024-09-25 20:41:51,2024-09-25 20:41:51,RV,BRL,ARINV002779,thomasharvey
JE0000312,1000,2023,2023-06-01 02:40:33,2023-06-01 02:40:33,RV,BRL,ARINV000665,rose31
JE0000313,1000,2023,2023-12-10 13:21:16,2023-12-10 13:21:16,RV,BRL,ARINV000219,tblankenship
JE0000314,1000,2024,2024-04-19 19:57:34,2024-04-19 19:57:34,RV,BRL,ARINV000188,cwilson
JE0000315,1000,2024,2024-04-05 13:10:55,2024-04-05 13:10:55,RV,BRL,ARINV002961,torrestravis
JE0000316,1000,2024,2024-02-15 15:05:56,2024-02-15 15:05:56,RV,BRL,ARINV002990,youngamanda
JE0000317,1000,2023,2023-04-03 12:52:49,2023-04-03 12:52:49,RV,BRL,ARINV002066,qchavez
JE0000318,1000,2024,2024-10-05 00:45:57,2024-10-05 00:45:57,RV,BRL,ARINV001932,umatthews
JE0000319,1000,2024,2024-06-05 17:12:26,2024-06-05 17:12:26,RV,BRL,ARINV001538,nicolepena
JE0000320,1000,2023,2023-04-29 04:36:57,2023-04-29 04:36:57,RV,BRL,ARINV000601,rgilbert
JE0000321,1000,2023,2023-06-22 21:42:48,2023-06-22 21:42:48,RV,BRL,ARINV002617,vaughnjeff
JE0000322,1000,2023,2023-12-31 21:07:01,2023-12-31 21:07:01,RV,BRL,ARINV000930,xsampson
JE0000323,1000,2023,2023-05-31 10:46:41,2023-05-31 10:46:41,RV,BRL,ARINV002210,pollardmichael
JE0000324,1000,2024,2024-09-29 14:50:20,2024-09-29 14:50:20,RV,BRL,ARINV001166,bruce43
JE0000325,1000,2023,2023-02-09 06:54:38,2023-02-09 06:54:38,RV,BRL,ARINV002768,rushmadison
JE0000326,1000,2023,2023-09-12 17:48:15,2023-09-12 17:48:15,RV,BRL,ARINV002357,batesdarlene
JE0000327,1000,2024,2024-12-15 02:26:08,2024-12-15 02:26:08,RV,BRL,ARINV000522,williamsmatthew
JE0000328,1000,2024,2024-01-12 07:50:20,2024-01-12 07:50:20,RV,BRL,ARINV000304,kristinharris
JE0000329,1000,2023,2023-12-07 18:57:14,2023-12-07 18:57:14,RV,BRL,ARINV002067,brendali
JE0000330,1000,2024,2024-10-20 19:22:28,2024-10-20 19:22:28,RV,BRL,ARINV000758,markhernandez
JE0000331,1000,2024,2024-05-07 19:28:25,2024-05-07 19:28:25,RV,BRL,ARINV002170,ramireztracey
JE0000332,1000,2024,2024-04-26 00:42:22,2024-04-26 00:42:22,RV,BRL,ARINV000261,amberlindsey
JE0000333,1000,2023,2023-06-06 18:55:34,2023-06-06 18:55:34,RV,BRL,ARINV002299,guerreroanthony
JE0000334,1000,2023,2023-11-05 00:35:55,2023-11-05 00:35:55,RV,BRL,ARINV001952,howardkristina
JE0000335,1000,2023,2023-11-09 14:14:12,2023-11-09 14:14:12,RV,BRL,ARINV002497,alfred40
JE0000336,1000,2024,2024-02-09 01:00:26,2024-02-09 01:00:26,RV,BRL,ARINV000368,judyfox
JE0000337,1000,2024,2024-12-04 19:01:48,2024-12-04 19:01:48,RV,BRL,ARINV002071,alvarezkimberly
JE0000338,1000,2023,2023-03-20 07:30:05,2023-03-20 07:30:05,RV,BRL,ARINV001643,hayesjeffrey
JE0000339,1000,2023,2023-10-14 15:23:43,2023-10-14 15:23:43,RV,BRL,ARINV001679,acostaregina
JE0000340,1000,2023,2023-08-08 05:45:51,2023-08-08 05:45:51,RV,BRL,ARINV002189,stephen00
JE0000341,1000,2024,2024-04-06 15:57:40,2024-04-06 15:57:40,RV,BRL,ARINV000988,bboone
JE0000342,1000,2024,2024-06-20 08:32:20,2024-06-20 08:32:20,RV,BRL,ARINV002427,henryrenee
JE0000343,1000,2023,2023-04-20 01:32:51,2023-04-20 01:32:51,RV,BRL,ARINV001081,lammarc
JE0000344,1000,2024,2024-04-04 05:20:15,2024-04-04 05:20:15,RV,BRL,ARINV000910,cameronhill
JE0000345,1000,2024,2024-11-26 18:44:21,2024-11-26 18:44:21,RV,BRL,ARINV001164,oscar98
JE0000346,1000,2023,2023-02-20 13:59:46,2023-02-20 13:59:46,RV,BRL,ARINV002033,shawn96
JE0000347,1000,2024,2024-11-17 15:34:29,2024-11-17 15:34:29,RV,BRL,ARINV001302,mcguiredanny
JE0000348,1000,2024,2024-08-18 18:56:12,2024-08-18 18:56:12,RV,BRL,ARINV000383,russellbeasley
JE0000349,1000,2024,2024-12-17 15:55:10,2024-12-17 15:55:10,RV,BRL,ARINV001769,dmorgan
JE0000350,1000,2023,2023-01-31 01:12:19,2023-01-31 01:12:19,RV,BRL,ARINV000611,gperry
JE0000351,1000,2024,2024-08-18 06:04:55,2024-08-18 06:04:55,RV,BRL,ARINV001381,ronald45
JE0000352,1000,2023,2023-09-10 12:38:05,2023-09-10 12:38:05,RV,BRL,ARINV002281,gloriawells
JE0000353,1000,2023,2023-11-27 11:59:18,2023-11-27 11:59:18,RV,BRL,ARINV002107,deckerchristopher
JE0000354,1000,2024,2024-05-26 14:46:11,2024-05-26 14:46:11,RV,BRL,ARINV001172,garnernathan
JE0000355,1000,2023,2023-05-31 05:47:48,2023-05-31 05:47:48,RV,BRL,ARINV002998,angelawillis
JE0000356,1000,2024,2024-05-21 08:03:37,2024-05-21 08:03:37,RV,BRL,ARINV000082,elizabeth65
JE0000357,1000,2023,2023-03-16 07:24:47,2023-03-16 07:24:47,RV,BRL,ARINV000152,uparrish
JE0000358,1000,2024,2024-11-21 13:49:49,2024-11-21 13:49:49,RV,BRL,ARINV002429,schmittcaroline
JE0000359,1000,2024,2024-03-22 09:32:38,2024-03-22 09:32:38,RV,BRL,ARINV000962,dale83
JE0000360,1000,2023,2023-07-15 20:15:41,2023-07-15 20:15:41,RV,BRL,ARINV002785,dianewalker
JE0000361,1000,2024,2024-07-29 05:49:06,2024-07-29 05:49:06,RV,BRL,ARINV000202,bellangela
JE0000362,1000,2024,2024-07-23 09:24:17,2024-07-23 09:24:17,RV,BRL,ARINV001306,farmeraudrey
JE0000363,1000,2023,2023-07-28 13:09:19,2023-07-28 13:09:19,RV,BRL,ARINV000672,xbruce
JE0000364,1000,2023,2023-09-21 13:52:19,2023-09-21 13:52:19,RV,BRL,ARINV002023,lynchdiane
JE0000365,1000,2024,2024-06-15 09:34:14,2024-06-15 09:34:14,RV,BRL,ARINV000055,anthony44
JE0000366,1000,2023,2023-05-14 15:08:19,2023-05-14 15:08:19,RV,BRL,ARINV000439,michael22
JE0000367,1000,2023,2023-12-11 21:46:04,2023-12-11 21:46:04,RV,BRL,ARINV002438,vjones
JE0000368,1000,2023,2023-12-15 02:45:41,2023-12-15 02:45:41,RV,BRL,ARINV002391,davisalyssa
JE0000369,1000,2023,2023-05-08 22:10:21,2023-05-08 22:10:21,RV,BRL,ARINV001422,vbarnes
JE0000370,1000,2023,2023-06-14 03:24:18,2023-06-14 03:24:18,RV,BRL,ARINV001537,mitchellgriffith
JE0000371,1000,2023,2023-09-05 15:52:20,2023-09-05 15:52:20,RV,BRL,ARINV000166,wareeric
JE0000372,1000,2024,2024-06-02 07:13:11,2024-06-02 07:13:11,RV,BRL,ARINV002502,craigjoseph
JE0000373,1000,2024,2024-07-02 13:31:23,2024-07-02 13:31:23,RV,BRL,ARINV001129,ctucker
JE0000374,1000,2024,2024-12-08 21:48:12,2024-12-08 21:48:12,RV,BRL,ARINV001005,wnelson
JE0000375,1000,2024,2024-09-21 15:55:33,2024-09-21 15:55:33,RV,BRL,ARINV002839,reeddaniel
JE0000376,1000,2024,2024-04-17 18:21:02,2024-04-17 18:21:02,RV,BRL,ARINV002029,trose
JE0000377,1000,2024,2024-06-09 08:29:17,2024-06-09 08:29:17,RV,BRL,ARINV000914,walkertracey
JE0000378,1000,2023,2023-02-07 02:53:34,2023-02-07 02:53:34,RV,BRL,ARINV000482,smithkevin
JE0000379,1000,2024,2024-10-04 02:17:11,2024-10-04 02:17:11,RV,BRL,ARINV000500,katrinaduran
JE0000380,1000,2024,2024-03-14 02:31:44,2024-03-14 02:31:44,RV,BRL,ARINV001797,mark07
JE0000381,1000,2024,2024-11-21 21:29:48,2024-11-21 21:29:48,RV,BRL,ARINV000919,ythompson
JE0000382,1000,2024,2024-10-26 13:28:19,2024-10-26 13:28:19,RV,BRL,ARINV001903,vincentwhitaker
JE0000383,1000,2024,2024-12-09 19:15:41,2024-12-09 19:15:41,RV,BRL,ARINV001194,charles06
JE0000384,1000,2024,2024-04-17 05:27:22,2024-04-17 05:27:22,RV,BRL,ARINV002962,stevenschristian
JE0000385,1000,2023,2023-09-10 17:49:34,2023-09-10 17:49:34,RV,BRL,ARINV002151,barbara96
JE0000386,1000,2023,2023-10-19 19:31:28,2023-10-19 19:31:28,RV,BRL,ARINV000162,zroberts
JE0000387,1000,2024,2024-08-05 01:12:30,2024-08-05 01:12:30,RV,BRL,ARINV002926,burchgeorge
JE0000388,1000,2024,2024-10-04 09:40:16,2024-10-04 09:40:16,RV,BRL,ARINV000813,xcollier
JE0000389,1000,2023,2023-03-14 22:40:25,2023-03-14 22:40:25,RV,BRL,ARINV001238,kimdaniel
JE0000390,1000,2024,2024-02-16 15:31:27,2024-02-16 15:31:27,RV,BRL,ARINV002733,hchapman
JE0000391,1000,2023,2023-08-15 00:01:11,2023-08-15 00:01:11,RV,BRL,ARINV001405,fosterkyle
JE0000392,1000,2024,2024-03-12 21:17:54,2024-03-12 21:17:54,RV,BRL,ARINV000076,jeffrey21
JE0000393,1000,2024,2024-11-01 20:11:59,2024-11-01 20:11:59,RV,BRL,ARINV001163,schmidtjames
JE0000394,1000,2024,2024-10-20 13:07:43,2024-10-20 13:07:43,RV,BRL,ARINV002075,michael23
JE0000395,1000,2024,2024-10-04 12:54:14,2024-10-04 12:54:14,RV,BRL,ARINV002794,thomasjames
JE0000396,1000,2024,2024-04-06 08:58:04,2024-04-06 08:58:04,RV,BRL,ARINV001488,kathleenrios
JE0000397,1000,2023,2023-10-29 23:24:00,2023-10-29 23:24:00,RV,BRL,ARINV002703,stephanieburton
JE0000398,1000,2024,2024-06-15 22:56:04,2024-06-15 22:56:04,RV,BRL,ARINV001398,wwebster
JE0000399,1000,2023,2023-12-04 22:25:29,2023-12-04 22:25:29,RV,BRL,ARINV002025,kmaldonado
JE0000400,1000,2023,2023-03-31 10:27:59,2023-03-31 10:27:59,RV,BRL,ARINV001777,michelle52
JE0000401,1000,2023,2023-04-08 23:52:35,2023-04-08 23:52:35,RV,BRL,ARINV002288,cjones
JE0000402,1000,2024,2024-01-06 12:44:43,2024-01-06 12:44:43,RV,BRL,ARINV002983,laura90
JE0000403,1000,2023,2023-09-06 14:34:02,2023-09-06 14:34:02,RV,BRL,ARINV001876,william47
JE0000404,1000,2024,2024-07-12 14:37:01,2024-07-12 14:37:01,RV,BRL,ARINV001834,xjohnson
JE0000405,1000,2024,2024-11-07 22:31:30,2024-11-07 22:31:30,RV,BRL,ARINV001909,chase19
JE0000406,1000,2023,2023-02-19 07:52:22,2023-02-19 07:52:22,RV,BRL,ARINV002705,jford
JE0000407,1000,2024,2024-02-23 16:10:13,2024-02-23 16:10:13,RV,BRL,ARINV000404,colelisa
JE0000408,1000,2023,2023-09-27 05:14:20,2023-09-27 05:14:20,RV,BRL,ARINV000232,marcalvarez
JE0000409,1000,2024,2024-06-03 12:43:11,2024-06-03 12:43:11,RV,BRL,ARINV001334,susanhayes
JE0000410,1000,2023,2023-03-26 14:01:11,2023-03-26 14:01:11,RV,BRL,ARINV002332,toni18
JE0000411,1000,2023,2023-10-25 03:17:04,2023-10-25 03:17:04,RV,BRL,ARINV001042,benjaminzimmerman
JE0000412,1000,2024,2024-02-23 11:53:43,2024-02-23 11:53:43,RV,BRL,ARINV001448,nwarren
JE0000413,1000,2024,2024-05-04 10:25:51,2024-05-04 10:25:51,RV,BRL,ARINV002590,michaelhardin
JE0000414,1000,2024,2024-04-15 01:28:04,2024-04-15 01:28:04,RV,BRL,ARINV001914,vortiz
JE0000415,1000,2024,2024-07-05 20:06:28,2024-07-05 20:06:28,RV,BRL,ARINV000606,mccormickdeborah
JE0000416,1000,2023,2023-05-04 21:20:20,2023-05-04 21:20:20,RV,BRL,ARINV001249,riveraangela
JE0000417,1000,2024,2024-12-23 23:09:36,2024-12-23 23:09:36,RV,BRL,ARINV002821,umitchell
JE0000418,1000,2024,2024-08-29 06:03:36,2024-08-29 06:03:36,RV,BRL,ARINV002445,mathewaguilar
JE0000419,1000,2024,2024-12-13 03:45:31,2024-12-13 03:45:31,RV,BRL,ARINV001143,sabrinacollins
JE0000420,1000,2023,2023-04-04 09:10:49,2023-04-04 09:10:49,RV,BRL,ARINV002441,tanderson
JE0000421,1000,2024,2024-08-11 08:05:46,2024-08-11 08:05:46,RV,BRL,ARINV002922,collinsnicholas
JE0000422,1000,2024,2024-07-19 22:53:22,2024-07-19 22:53:22,RV,BRL,ARINV000204,lisa81
JE0000423,1000,2024,2024-09-22 19:16:04,2024-09-22 19:16:04,RV,BRL,ARINV000785,bromero
JE0000424,1000,2024,2024-12-16 09:49:13,2024-12-16 09:49:13,RV,BRL,ARINV002373,kyle35
JE0000425,1000,2024,2024-08-21 11:53:30,2024-08-21 11:53:30,RV,BRL,ARINV000014,ilee
JE0000426,1000,2023,2023-08-06 10:26:07,2023-08-06 10:26:07,RV,BRL,ARINV002208,chrisrichard
JE0000427,1000,2024,2024-01-22 13:33:18,2024-01-22 13:33:18,RV,BRL,ARINV002905,romeroamber
JE0000428,1000,2024,2024-10-03 17:40:05,2024-10-03 17:40:05,RV,BRL,ARINV000676,stanleynancy
JE0000429,1000,2023,2023-04-23 13:17:42,2023-04-23 13:17:42,RV,BRL,ARINV002885,carlamoore
JE0000430,1000,2024,2024-12-24 21:37:18,2024-12-24 21:37:18,RV,BRL,ARINV002603,mariewise
JE0000431,1000,2024,2024-11-09 02:24:52,2024-11-09 02:24:52,RV,BRL,ARINV000465,jenniferwilliams
JE0000432,1000,2023,2023-08-18 00:16:36,2023-08-18 00:16:36,RV,BRL,ARINV000775,erica37
JE0000433,1000,2023,2023-12-17 15:12:05,2023-12-17 15:12:05,RV,BRL,ARINV001935,karen73
JE0000434,1000,2023,2023-12-07 23:58:52,2023-12-07 23:58:52,RV,BRL,ARINV000496,kylestokes
JE0000435,1000,2024,2024-12-07 08:05:09,2024-12-07 08:05:09,RV,BRL,ARINV000803,mmckee
JE0000436,1000,2023,2023-06-06 10:37:27,2023-06-06 10:37:27,RV,BRL,ARINV000170,erika97
JE0000437,1000,2023,2023-10-14 07:35:24,2023-10-14 07:35:24,RV,BRL,ARINV002449,xhammond
JE0000438,1000,2024,2024-08-19 03:04:10,2024-08-19 03:04:10,RV,BRL,ARINV002169,ashaw
JE0000439,1000,2023,2023-11-05 04:56:50,2023-11-05 04:56:50,RV,BRL,ARINV000959,lisasolis
JE0000440,1000,2024,2024-06-25 12:42:07,2024-06-25 12:42:07,RV,BRL,ARINV002965,moniquewilliams
JE0000441,1000,2024,2024-02-18 12:09:43,2024-02-18 12:09:43,RV,BRL,ARINV000446,jsawyer
JE0000442,1000,2023,2023-06-17 03:27:58,2023-06-17 03:27:58,RV,BRL,ARINV001457,dawsonzachary
JE0000443,1000,2023,2023-08-15 04:31:34,2023-08-15 04:31:34,RV,BRL,ARINV002002,mitchellkathryn
JE0000444,1000,2024,2024-03-26 01:04:13,2024-03-26 01:04:13,RV,BRL,ARINV001423,shannon82
JE0000445,1000,2024,2024-11-14 02:23:41,2024-11-14 02:23:41,RV,BRL,ARINV000896,odavis
JE0000446,1000,2023,2023-10-22 16:46:34,2023-10-22 16:46:34,RV,BRL,ARINV000429,bwilkerson
JE0000447,1000,2024,2024-11-14 02:34:13,2024-11-14 02:34:13,RV,BRL,ARINV002658,gbrown
JE0000448,1000,2023,2023-02-11 05:36:20,2023-02-11 05:36:20,RV,BRL,ARINV001735,joe15
JE0000449,1000,2023,2023-11-20 22:13:20,2023-11-20 22:13:20,RV,BRL,ARINV000196,anthonygalvan
JE0000450,1000,2024,2024-03-29 07:55:51,2024-03-29 07:55:51,RV,BRL,ARINV002556,lacey20
JE0000451,1000,2024,2024-06-24 10:39:25,2024-06-24 10:39:25,RV,BRL,ARINV000547,samantha72
JE0000452,1000,2023,2023-12-04 21:45:54,2023-12-04 21:45:54,RV,BRL,ARINV001828,awest
JE0000453,1000,2024,2024-07-28 05:35:02,2024-07-28 05:35:02,RV,BRL,ARINV002897,smithjason
JE0000454,1000,2023,2023-10-18 21:11:24,2023-10-18 21:11:24,RV,BRL,ARINV001585,anaacosta
JE0000455,1000,2023,2023-01-02 07:34:40,2023-01-02 07:34:40,RV,BRL,ARINV001567,srodriguez
JE0000456,1000,2023,2023-08-19 03:04:42,2023-08-19 03:04:42,RV,BRL,ARINV002549,kevinwilliams
JE0000457,1000,2023,2023-12-14 06:06:15,2023-12-14 06:06:15,RV,BRL,ARINV002746,nfowler
JE0000458,1000,2024,2024-11-16 00:56:00,2024-11-16 00:56:00,RV,BRL,ARINV000088,fbrown
JE0000459,1000,2023,2023-05-25 14:33:59,2023-05-25 14:33:59,RV,BRL,ARINV000633,chenbailey
JE0000460,1000,2023,2023-12-14 05:45:19,2023-12-14 05:45:19,RV,BRL,ARINV001959,kellysmith
JE0000461,1000,2023,2023-02-15 17:19:51,2023-02-15 17:19:51,RV,BRL,ARINV000583,john62
JE0000462,1000,2024,2024-10-11 17:20:14,2024-10-11 17:20:14,RV,BRL,ARINV000257,millsmichael
JE0000463,1000,2023,2023-11-24 04:02:28,2023-11-24 04:02:28,RV,BRL,ARINV001090,myerstheodore
JE0000464,1000,2024,2024-07-09 16:26:02,2024-07-09 16:26:02,RV,BRL,ARINV001814,qzavala
JE0000465,1000,2023,2023-01-18 13:00:49,2023-01-18 13:00:49,RV,BRL,ARINV001411,kellycarlos
JE0000466,1000,2024,2024-01-30 23:00:21,2024-01-30 23:00:21,RV,BRL,ARINV000048,jessicafuller
JE0000467,1000,2023,2023-08-21 01:28:04,2023-08-21 01:28:04,RV,BRL,ARINV001651,dennis58
JE0000468,1000,2024,2024-12-12 23:46:03,2024-12-12 23:46:03,RV,BRL,ARINV001530,lisa27
JE0000469,1000,2024,2024-10-14 12:11:32,2024-10-14 12:11:32,RV,BRL,ARINV001248,zwelch
JE0000470,1000,2024,2024-02-26 20:56:23,2024-02-26 20:56:23,RV,BRL,ARINV001503,bryanparsons
JE0000471,1000,2024,2024-02-12 18:36:05,2024-02-12 18:36:05,RV,BRL,ARINV000059,mjohnson
JE0000472,1000,2024,2024-08-28 14:31:51,2024-08-28 14:31:51,RV,BRL,ARINV002731,moodynina
JE0000473,1000,2023,2023-01-17 14:52:33,2023-01-17 14:52:33,RV,BRL,ARINV002683,sarah86
JE0000474,1000,2023,2023-08-26 15:57:25,2023-08-26 15:57:25,RV,BRL,ARINV000073,wking
JE0000475,1000,2024,2024-05-15 23:34:34,2024-05-15 23:34:34,RV,BRL,ARINV001811,justinatkins
JE0000476,1000,2023,2023-12-05 03:38:23,2023-12-05 03:38:23,RV,BRL,ARINV000474,glennmartin
JE0000477,1000,2023,2023-12-29 04:42:40,2023-12-29 04:42:40,RV,BRL,ARINV002577,lloydsamuel
JE0000478,1000,2023,2023-09-11 02:43:58,2023-09-11 02:43:58,RV,BRL,ARINV001382,ypaul
JE0000479,1000,2023,2023-04-02 03:25:41,2023-04-02 03:25:41,RV,BRL,ARINV000124,terri77
JE0000480,1000,2024,2024-12-24 03:15:49,2024-12-24 03:15:49,RV,BRL,ARINV001217,sandra84
JE0000481,1000,2024,2024-04-08 03:42:05,2024-04-08 03:42:05,RV,BRL,ARINV000881,acostachristian
